Word_Frequency,Link_Count,Capital_Ratio,Exclamation_Count,Email_Length,Attachment_Count,Unknown_Sender,Email_Type
95,0,0.23,10,780,4,0,Spam
74,14,0.176,10,117,0,1,Spam
39,13,0.323,13,981,2,0,Spam
13,19,0.068,11,635,3,1,Spam
31,15,0.033,3,319,3,1,Not Spam
71,8,0.605,11,766,5,0,Spam
63,0,0.619,7,441,4,0,Spam
56,16,0.53,8,326,2,0,Not Spam
42,12,0.762,1,975,0,1,Not Spam
61,20,0.039,8,293,2,0,Spam
42,20,0.936,10,280,1,0,Spam
56,4,0.095,11,258,2,1,Spam
36,9,0.674,3,955,0,1,Not Spam
84,5,0.133,5,793,0,0,Not Spam
68,18,0.88,15,351,0,0,Spam
7,12,0.511,13,134,3,1,Spam
54,0,0.082,6,287,3,1,Not Spam
1,19,0.617,3,31,1,1,Not Spam
44,14,0.009,7,92,2,1,Spam
45,13,0.776,12,893,4,0,Spam
47,7,0.651,13,425,5,0,Spam
13,9,0.213,9,836,1,1,Not Spam
22,8,0.375,7,197,4,0,Not Spam
21,16,0.008,0,995,4,0,Not Spam
86,8,0.694,7,791,1,0,Not Spam
92,2,0.323,9,965,2,1,Spam
9,10,0.572,13,278,5,0,Spam
26,11,0.957,11,419,4,1,Spam
9,9,0.299,2,289,3,0,Not Spam
15,16,0.99,15,851,3,1,Spam
10,16,0.633,4,651,1,1,Spam
88,10,0.242,13,700,5,1,Spam
42,3,0.437,9,505,5,0,Not Spam
72,6,0.74,7,599,4,0,Not Spam
24,20,0.446,10,78,1,0,Not Spam
80,13,0.069,5,661,5,0,Spam
49,6,0.169,3,906,5,0,Not Spam
26,7,0.791,14,285,3,1,Spam
91,0,0.648,3,94,1,0,Not Spam
37,3,0.57,11,109,4,0,Not Spam
68,11,0.168,3,524,4,0,Not Spam
50,2,0.838,5,376,3,0,Not Spam
24,12,0.961,6,173,0,1,Spam
19,19,0.041,12,919,0,1,Not Spam
100,5,0.078,4,237,5,1,Spam
60,10,0.885,9,505,2,1,Spam
39,3,0.816,13,559,3,0,Spam
74,19,0.618,7,149,2,1,Spam
89,15,0.945,15,85,5,0,Spam
18,6,0.646,6,163,3,1,Not Spam
19,10,0.216,7,399,4,1,Not Spam
36,0,0.729,14,332,3,0,Not Spam
74,6,0.646,3,426,1,0,Not Spam
97,11,0.986,7,426,2,1,Spam
55,6,0.214,12,992,3,0,Not Spam
69,6,0.598,5,296,2,0,Spam
47,9,0.78,2,634,5,0,Not Spam
49,15,0.339,12,428,3,1,Spam
99,7,0.38,7,333,0,1,Not Spam
98,8,0.888,12,568,2,1,Spam
33,8,0.404,6,268,4,1,Spam
21,1,0.625,9,964,4,0,Not Spam
81,12,0.889,4,480,3,0,Spam
22,12,0.21,10,418,4,0,Spam
48,3,0.982,3,687,4,0,Not Spam
37,11,0.702,0,470,2,1,Spam
15,16,0.496,9,490,3,0,Spam
35,1,0.431,2,663,2,1,Not Spam
92,12,0.954,1,578,3,1,Spam
71,17,0.206,7,453,4,1,Spam
32,14,0.312,13,975,3,0,Spam
11,7,0.308,7,465,5,0,Not Spam
10,14,0.289,11,726,3,1,Spam
73,0,0.469,4,122,1,1,Not Spam
78,19,0.989,15,347,3,0,Spam
77,9,0.889,13,702,1,1,Spam
57,11,0.328,4,620,2,0,Not Spam
25,4,0.423,15,265,1,1,Not Spam
2,8,0.669,14,77,2,1,Not Spam
64,7,0.017,10,124,3,0,Not Spam
35,15,0.82,3,711,2,0,Not Spam
7,13,0.88,0,991,4,1,Spam
85,12,0.857,0,88,5,1,Spam
18,20,0.375,12,321,3,0,Spam
67,12,0.462,5,172,1,1,Spam
42,4,0.012,14,556,5,1,Not Spam
39,15,0.399,3,908,0,1,Spam
41,10,0.46,3,54,5,1,Spam
75,4,0.907,2,976,3,1,Spam
24,12,0.894,13,34,5,1,Spam
60,10,0.966,8,125,5,0,Spam
46,18,0.885,2,749,4,1,Spam
19,2,0.008,7,915,2,0,Not Spam
68,14,0.641,1,93,5,1,Spam
90,6,0.068,3,875,1,1,Not Spam
42,6,0.273,0,950,1,0,Not Spam
32,5,0.578,10,304,4,0,Not Spam
39,2,0.701,4,569,5,0,Spam
36,12,0.655,1,216,5,0,Not Spam
97,6,0.049,10,299,4,0,Not Spam
36,4,0.104,12,806,3,1,Spam
3,17,0.129,0,705,0,0,Not Spam
73,7,0.091,0,836,0,0,Not Spam
8,16,0.178,1,575,2,0,Not Spam
97,19,0.688,4,988,1,1,Spam
70,0,0.831,11,685,3,1,Spam
41,13,0.409,14,172,1,1,Spam
68,16,0.693,14,310,3,0,Spam
13,9,0.2,8,951,4,1,Not Spam
49,11,0.973,5,161,2,1,Spam
60,15,0.35,11,787,4,1,Spam
2,13,0.846,3,331,1,1,Not Spam
60,15,0.945,14,665,2,0,Spam
5,7,0.865,2,51,5,0,Not Spam
44,9,0.067,7,45,3,0,Not Spam
27,16,0.65,2,930,3,0,Not Spam
32,17,0.12,0,274,2,0,Not Spam
21,19,0.006,3,964,4,0,Spam
8,15,0.052,10,754,2,0,Not Spam
72,16,0.916,12,75,4,0,Spam
50,15,0.908,4,312,2,1,Spam
67,18,0.226,15,656,4,1,Spam
44,7,0.547,4,249,0,0,Not Spam
58,5,0.955,15,72,2,0,Spam
3,5,0.497,4,973,4,1,Spam
86,20,0.394,7,120,5,1,Spam
70,8,0.483,15,486,1,1,Spam
2,3,0.79,7,865,1,0,Not Spam
87,11,0.477,11,823,2,1,Spam
44,11,0.783,12,888,2,0,Spam
2,16,0.432,3,286,3,1,Not Spam
81,14,0.252,14,814,4,1,Spam
35,8,0.326,8,21,2,0,Not Spam
98,6,0.078,15,41,1,1,Spam
87,9,0.497,0,597,1,0,Not Spam
30,15,0.148,4,231,1,1,Not Spam
8,11,0.812,4,255,4,0,Not Spam
22,6,0.421,4,899,0,0,Not Spam
44,17,0.765,7,548,2,0,Spam
58,14,0.954,8,407,0,1,Not Spam
36,5,0.849,2,33,4,0,Not Spam
69,11,0.951,8,538,5,1,Spam
77,10,0.568,12,866,2,1,Spam
93,19,0.165,10,241,3,0,Spam
31,2,0.935,7,931,2,0,Spam
47,1,0.869,2,635,2,1,Spam
55,5,0.864,1,981,2,1,Not Spam
80,4,0.693,14,422,2,0,Spam
62,17,0.625,3,532,5,1,Spam
30,15,0.015,14,306,2,0,Spam
55,7,0.748,12,403,4,0,Spam
16,19,0.092,11,266,2,0,Not Spam
12,10,0.26,1,919,5,1,Not Spam
17,9,0.551,3,110,4,1,Not Spam
16,11,0.452,4,845,2,1,Spam
12,20,0.016,1,331,2,1,Not Spam
8,5,0.824,11,456,4,0,Not Spam
84,19,0.879,7,745,2,1,Spam
3,4,0.682,0,62,5,0,Not Spam
16,8,0.541,2,93,1,0,Not Spam
30,15,0.961,6,773,2,1,Spam
23,13,0.12,9,580,3,1,Spam
92,7,0.738,0,899,4,1,Spam
5,19,0.128,12,895,5,0,Not Spam
84,18,0.382,10,335,2,1,Spam
65,13,0.585,14,753,2,0,Spam
30,6,0.737,1,881,4,0,Not Spam
21,4,0.004,2,163,0,1,Not Spam
84,17,0.261,13,348,5,1,Spam
70,1,0.538,15,228,5,1,Spam
22,10,0.533,13,118,1,0,Not Spam
82,7,0.638,1,719,1,0,Not Spam
72,0,0.304,1,133,2,1,Not Spam
32,11,0.541,11,194,4,1,Spam
33,1,0.19,10,290,3,0,Not Spam
16,17,0.187,5,82,2,1,Not Spam
76,6,0.577,6,815,1,1,Spam
38,16,0.685,5,423,2,0,Not Spam
98,13,0.12,10,244,4,0,Spam
14,6,0.123,5,978,5,1,Not Spam
36,2,0.565,14,180,5,0,Spam
97,5,0.27,8,55,5,1,Spam
23,19,0.392,7,400,5,0,Not Spam
66,1,0.401,13,672,3,0,Not Spam
85,16,0.179,7,337,0,0,Not Spam
2,11,0.001,5,727,3,0,Not Spam
91,11,0.853,4,682,2,1,Spam
73,16,0.715,8,475,1,0,Spam
65,9,0.691,11,288,4,1,Spam
75,2,0.547,1,363,2,0,Spam
67,19,0.701,6,59,0,1,Spam
52,17,0.936,5,769,4,0,Not Spam
62,12,0.666,6,433,4,0,Spam
23,11,0.265,11,399,4,1,Spam
26,16,0.571,3,241,2,0,Spam
68,3,0.442,8,300,0,1,Not Spam
82,9,0.556,6,244,2,1,Spam
55,10,0.518,1,476,4,0,Spam
6,5,0.859,12,173,4,0,Not Spam
35,5,0.652,3,299,1,1,Not Spam
22,8,0.189,4,372,3,0,Not Spam
43,14,0.063,1,58,2,0,Not Spam
15,1,0.424,9,748,0,1,Not Spam
86,3,0.016,7,775,4,0,Not Spam
60,4,0.318,0,640,2,0,Not Spam
12,16,0.368,14,994,3,0,Not Spam
49,7,0.376,2,592,2,0,Not Spam
42,7,0.979,14,508,3,0,Spam
38,11,0.304,13,964,2,1,Spam
82,20,0.265,0,956,1,0,Spam
45,7,0.129,14,217,2,0,Not Spam
35,18,0.511,4,295,5,1,Spam
30,2,0.154,7,191,1,0,Not Spam
88,17,0.616,6,803,3,1,Spam
30,20,0.155,8,527,4,1,Spam
78,18,0.577,1,424,4,0,Spam
6,18,0.826,15,290,2,0,Spam
67,14,0.043,11,954,0,1,Spam
80,5,0.42,7,573,2,0,Spam
7,15,0.461,7,720,1,1,Spam
52,7,0.791,13,791,1,0,Not Spam
14,15,0.468,5,683,3,0,Spam
73,17,0.568,2,150,2,1,Spam
15,19,0.791,1,645,3,1,Spam
21,15,0.56,13,404,0,1,Spam
35,10,0.358,7,753,4,1,Spam
66,6,0.086,5,416,4,1,Spam
91,16,0.73,3,585,2,1,Spam
2,16,0.871,4,869,3,1,Spam
35,11,0.97,4,315,3,1,Not Spam
82,12,0.927,12,402,0,1,Spam
78,9,0.797,8,531,3,1,Spam
20,6,0.643,12,414,5,0,Not Spam
82,13,0.781,12,573,5,0,Spam
10,0,0.432,8,624,1,1,Not Spam
25,16,0.595,7,279,5,0,Spam
66,3,0.349,7,300,5,1,Spam
25,20,0.327,15,375,1,0,Spam
54,4,0.757,11,439,5,0,Spam
33,19,0.454,1,211,5,0,Spam
36,6,0.212,13,656,1,0,Not Spam
95,9,0.202,2,447,2,0,Not Spam
14,16,0.859,13,827,1,1,Spam
65,6,0.678,15,367,1,0,Not Spam
80,0,0.546,7,448,5,0,Not Spam
54,6,0.401,12,411,4,1,Spam
52,10,0.431,4,360,5,0,Not Spam
3,8,0.057,6,566,2,0,Not Spam
99,11,0.455,13,959,1,0,Spam
41,2,0.795,7,421,0,0,Not Spam
6,3,0.388,5,66,1,0,Not Spam
25,3,0.384,14,684,2,0,Not Spam
13,12,0.016,4,769,3,0,Not Spam
98,18,0.458,7,444,5,1,Spam
8,9,0.025,0,536,4,1,Not Spam
21,4,0.57,15,979,4,1,Spam
98,6,0.507,0,977,5,0,Not Spam
68,15,0.84,0,656,5,0,Spam
25,0,0.582,2,898,2,1,Not Spam
79,11,0.323,9,347,1,1,Spam
68,1,0.516,12,106,0,1,Not Spam
45,6,0.7,11,534,1,0,Not Spam
60,10,0.094,5,184,1,1,Not Spam
12,12,0.621,5,242,0,0,Not Spam
32,1,0.917,4,880,4,1,Not Spam
96,6,0.299,12,316,1,1,Not Spam
92,14,0.627,12,935,3,0,Spam
13,10,0.821,13,470,3,0,Spam
31,1,0.512,6,362,2,0,Not Spam
78,6,0.718,4,955,2,0,Not Spam
20,3,0.311,13,360,0,0,Not Spam
18,10,0.306,1,480,0,0,Not Spam
93,1,0.668,3,411,2,1,Spam
60,15,0.705,0,920,5,0,Spam
63,6,0.937,6,556,1,0,Not Spam
6,12,0.225,3,570,5,0,Not Spam
32,4,0.468,12,440,4,1,Spam
93,16,0.251,3,400,3,1,Spam
43,20,0.08,12,636,0,0,Spam
2,11,0.403,3,24,2,0,Not Spam
60,18,0.374,2,667,3,0,Spam
23,6,0.27,7,23,5,0,Spam
83,5,0.297,3,700,0,0,Spam
31,7,0.36,7,335,0,0,Not Spam
5,12,0.989,8,841,1,1,Spam
83,4,0.783,0,937,0,0,Not Spam
34,1,0.071,14,97,4,0,Not Spam
10,8,0.872,3,550,0,0,Not Spam
89,10,0.633,5,736,4,0,Spam
2,5,0.891,7,374,5,1,Not Spam
11,6,0.342,13,855,1,0,Not Spam
50,6,0.465,5,52,4,1,Not Spam
31,18,0.896,11,681,5,0,Spam
56,5,0.273,5,724,3,0,Not Spam
79,10,0.916,9,158,0,0,Spam
73,10,0.828,3,291,2,1,Spam
87,6,0.981,8,215,2,1,Spam
83,1,0.324,15,146,4,0,Not Spam
9,18,0.236,6,368,1,0,Not Spam
99,3,0.331,13,762,4,0,Spam
21,5,0.955,10,63,5,0,Not Spam
73,16,0.333,5,761,5,0,Not Spam
28,4,0.565,0,747,4,0,Not Spam
62,6,0.404,1,263,4,0,Not Spam
7,8,0.396,11,28,3,1,Not Spam
80,0,0.193,5,781,5,1,Spam
16,0,0.537,10,731,3,0,Not Spam
97,18,0.849,15,865,4,0,Spam
4,5,0.049,14,98,1,0,Not Spam
4,17,0.889,0,776,0,0,Not Spam
40,9,0.665,14,209,5,0,Spam
17,10,0.617,14,105,2,0,Spam
52,0,0.626,10,504,3,1,Not Spam
93,0,0.296,15,290,5,1,Spam
52,12,0.415,4,793,0,1,Spam
36,4,0.799,0,532,3,0,Not Spam
38,19,0.306,12,39,5,1,Spam
50,0,0.47,2,508,3,0,Not Spam
63,19,0.02,11,951,3,1,Spam
63,2,0.734,11,149,4,0,Not Spam
62,17,0.418,11,857,4,1,Spam
99,8,0.525,6,789,3,0,Not Spam
7,13,0.115,4,662,3,1,Not Spam
27,16,0.992,14,26,2,1,Spam
92,13,0.302,11,871,0,1,Spam
86,3,0.635,14,772,0,0,Not Spam
14,4,0.581,9,723,1,0,Not Spam
71,20,0.785,0,956,1,0,Spam
86,16,0.294,0,329,1,0,Not Spam
5,1,0.756,15,828,4,0,Not Spam
55,4,0.383,14,646,4,1,Spam
2,3,0.411,7,920,2,0,Not Spam
62,3,0.673,10,492,4,0,Not Spam
91,5,0.784,13,121,1,0,Not Spam
21,19,0.667,12,357,5,1,Spam
79,20,0.9,8,338,3,1,Spam
21,12,0.285,6,532,1,1,Not Spam
10,4,0.901,12,44,2,0,Not Spam
87,6,0.131,2,740,3,0,Not Spam
58,19,0.66,11,449,4,1,Spam
39,0,0.548,5,162,3,0,Not Spam
5,13,0.495,2,728,5,0,Not Spam
65,3,0.311,9,676,2,0,Not Spam
13,16,0.504,3,168,4,0,Not Spam
85,20,0.162,11,712,0,0,Spam
90,13,0.369,3,74,1,1,Not Spam
85,15,0.099,2,490,5,1,Not Spam
53,13,0.572,9,382,5,1,Spam
82,15,0.096,5,669,1,0,Spam
45,19,0.16,4,228,2,1,Not Spam
32,7,0.085,10,204,2,0,Not Spam
36,2,0.381,8,84,5,1,Spam
81,18,0.842,8,568,1,0,Spam
99,0,0.907,2,131,3,0,Not Spam
60,1,0.072,12,282,0,1,Not Spam
11,14,0.635,8,95,0,1,Not Spam
63,9,0.684,12,315,2,1,Spam
21,17,0.534,11,197,2,0,Spam
52,13,0.667,2,785,3,1,Not Spam
55,16,0.234,3,20,2,1,Spam
26,12,0.49,0,167,0,1,Not Spam
68,0,0.391,4,895,1,1,Not Spam
34,4,0.09,11,690,5,0,Spam
52,12,0.626,8,855,0,0,Not Spam
82,13,0.495,14,799,3,0,Spam
99,2,0.275,1,681,1,1,Not Spam
93,14,0.474,3,148,1,1,Spam
52,18,0.775,9,657,5,1,Spam
29,16,0.802,1,532,0,0,Not Spam
38,2,0.65,13,918,1,1,Spam
42,15,0.468,7,648,1,0,Not Spam
21,13,0.576,8,991,2,1,Not Spam
42,11,0.385,2,521,1,0,Not Spam
13,11,0.127,12,168,3,0,Not Spam
64,10,0.386,14,288,1,1,Spam
17,16,0.53,8,720,2,1,Not Spam
9,7,0.599,5,672,4,0,Not Spam
41,16,0.936,5,124,4,0,Spam
1,20,0.777,6,485,3,1,Spam
2,19,0.152,11,783,5,0,Spam
60,10,0.174,4,948,5,1,Spam
48,1,0.1,5,921,3,1,Not Spam
29,9,0.738,10,300,1,0,Not Spam
97,9,0.706,0,426,1,0,Not Spam
10,10,0.986,2,875,4,1,Not Spam
58,5,0.522,11,632,4,0,Spam
60,3,0.826,15,813,0,0,Not Spam
21,11,0.576,8,919,4,1,Spam
28,10,0.874,11,377,4,0,Not Spam
75,12,0.721,4,694,3,0,Not Spam
34,4,0.643,4,222,0,0,Not Spam
8,5,0.565,7,631,5,0,Not Spam
59,0,0.723,10,300,0,1,Not Spam
86,5,0.42,10,935,1,0,Spam
72,17,0.097,12,276,1,0,Not Spam
49,8,0.04,1,113,0,0,Not Spam
79,14,0.479,12,343,0,0,Spam
17,7,0.599,6,810,1,1,Spam
60,18,0.079,8,758,3,1,Spam
87,15,0.287,6,381,3,1,Spam
88,5,0.322,11,681,3,0,Not Spam
45,5,0.563,4,370,3,1,Not Spam
83,2,0.278,12,81,1,1,Spam
69,9,0.096,15,660,2,0,Not Spam
32,0,0.165,15,206,4,0,Not Spam
44,13,0.174,5,599,4,1,Spam
65,3,0.843,3,934,4,1,Spam
87,11,0.284,13,561,4,0,Spam
8,5,0.715,11,916,1,0,Not Spam
77,10,0.568,6,323,2,0,Spam
72,11,0.977,0,806,1,1,Spam
87,9,0.273,3,658,2,0,Spam
43,17,0.158,2,455,1,1,Not Spam
1,6,0.052,15,232,0,1,Not Spam
51,6,0.241,12,425,2,1,Spam
24,10,0.684,15,837,4,0,Spam
99,3,0.085,3,981,2,1,Not Spam
24,19,0.245,0,153,5,1,Not Spam
17,0,0.855,11,979,3,1,Not Spam
5,12,0.583,12,936,2,1,Spam
20,17,0.07,1,934,5,0,Not Spam
21,8,0.048,11,238,3,1,Not Spam
58,8,0.061,10,440,5,0,Not Spam
31,8,0.942,15,338,3,0,Spam
100,9,0.85,12,176,0,1,Spam
11,1,0.845,8,207,2,1,Not Spam
52,5,0.924,14,495,5,0,Spam
15,14,0.505,6,181,0,0,Not Spam
83,2,0.247,12,148,4,0,Spam
7,10,0.401,5,323,2,0,Not Spam
28,5,0.719,1,108,1,1,Not Spam
51,2,0.876,0,914,1,1,Not Spam
58,10,0.435,1,936,1,1,Not Spam
5,14,0.535,6,181,5,1,Spam
5,12,0.932,1,941,5,0,Not Spam
94,19,0.107,2,55,3,0,Spam
96,9,0.862,7,246,1,1,Spam
8,5,0.159,6,170,4,1,Spam
64,14,0.484,11,612,5,1,Spam
10,17,0.218,10,66,2,0,Not Spam
38,17,0.603,10,735,5,1,Spam
96,6,0.559,13,959,2,0,Spam
92,14,0.38,10,679,5,0,Spam
81,17,0.863,8,250,3,0,Spam
95,17,0.66,11,558,3,0,Spam
8,19,0.721,3,720,3,1,Not Spam
25,8,0.151,6,184,4,0,Not Spam
73,1,0.883,0,743,5,0,Not Spam
66,7,0.167,10,839,2,1,Spam
79,19,0.223,10,606,5,1,Spam
50,1,0.128,1,623,0,0,Not Spam
67,10,0.44,6,593,3,1,Spam
49,6,0.888,14,85,1,1,Spam
36,5,0.252,1,939,0,0,Not Spam
68,9,0.374,5,99,0,1,Not Spam
78,4,0.846,12,159,3,0,Not Spam
41,10,0.618,9,419,1,0,Not Spam
89,0,0.752,11,951,3,1,Spam
62,1,0.214,15,149,3,1,Spam
10,0,0.716,8,785,1,1,Not Spam
21,18,0.228,10,465,0,0,Not Spam
36,1,0.987,4,851,0,1,Not Spam
12,20,0.56,9,48,5,0,Spam
91,19,0.696,6,221,1,1,Spam
2,20,0.118,12,256,0,0,Not Spam
13,3,0.251,0,618,4,1,Not Spam
53,11,0.14,7,627,3,0,Not Spam
32,19,0.39,8,818,4,1,Spam
95,17,0.284,14,358,4,1,Spam
16,0,0.733,12,418,5,1,Not Spam
32,0,0.109,4,458,5,1,Not Spam
32,13,0.752,5,308,5,1,Spam
98,3,0.046,12,271,4,0,Spam
11,4,0.202,10,996,2,0,Not Spam
10,10,0.792,15,711,2,1,Spam
15,12,0.743,15,119,4,0,Spam
17,15,0.476,7,935,3,0,Not Spam
40,12,0.05,3,604,4,1,Not Spam
18,1,0.61,1,441,4,1,Not Spam
55,15,0.407,14,662,5,0,Spam
73,5,0.317,9,713,5,0,Spam
25,13,0.64,7,725,5,1,Spam
59,0,0.437,1,37,2,1,Not Spam
78,16,0.092,4,490,4,1,Spam
89,10,0.916,14,657,3,0,Spam
22,18,0.778,12,742,3,1,Spam
30,2,0.056,5,26,5,0,Not Spam
84,10,0.525,4,438,5,1,Spam
85,4,0.083,5,399,4,1,Not Spam
44,16,0.837,5,527,3,0,Spam
32,6,0.613,2,133,4,1,Not Spam
51,9,0.172,10,871,2,0,Not Spam
46,10,0.021,10,530,4,0,Spam
21,2,0.032,15,615,5,0,Spam
99,19,0.507,2,870,0,1,Spam
32,9,0.734,8,892,2,1,Not Spam
94,9,0.121,2,995,3,1,Spam
39,13,0.221,2,633,3,0,Not Spam
12,11,0.327,10,488,5,1,Spam
47,14,0.218,13,112,5,1,Spam
18,9,0.391,1,511,2,1,Not Spam
21,9,0.56,6,847,5,1,Spam
13,18,0.685,9,121,0,1,Not Spam
21,0,0.964,9,512,2,0,Not Spam
8,9,0.931,3,782,5,1,Spam
46,1,0.57,0,555,1,1,Not Spam
7,16,0.734,5,504,0,1,Not Spam
23,6,0.951,4,498,2,0,Not Spam
96,6,0.083,13,896,1,1,Spam
75,19,0.006,10,186,4,0,Spam
86,8,0.03,1,159,0,0,Not Spam
22,1,0.563,5,113,4,1,Not Spam
89,13,0.763,0,200,1,0,Spam
22,16,0.367,2,595,3,0,Not Spam
92,0,0.545,3,23,3,0,Not Spam
29,8,0.516,12,625,5,1,Spam
13,19,0.095,2,408,3,0,Not Spam
82,20,0.322,14,291,4,1,Spam
2,18,0.019,12,814,0,1,Not Spam
29,3,0.111,5,151,4,0,Not Spam
85,7,0.812,10,603,4,0,Spam
79,12,0.829,3,835,3,0,Not Spam
52,3,0.802,13,923,4,1,Spam
27,8,0.727,0,612,1,1,Not Spam
50,8,0.793,4,531,2,0,Not Spam
95,17,0.671,4,705,2,0,Spam
79,11,0.67,8,831,2,1,Not Spam
23,9,0.667,15,982,5,1,Spam
88,10,0.514,7,71,3,1,Spam
44,6,0.363,14,309,3,0,Not Spam
77,8,0.73,7,465,2,0,Not Spam
22,5,0.299,4,256,0,1,Not Spam
43,18,0.543,7,808,5,1,Spam
37,15,0.433,13,510,2,0,Not Spam
61,14,0.277,9,299,4,1,Spam
97,6,0.975,6,63,2,0,Spam
56,15,0.259,0,901,2,1,Not Spam
3,4,0.309,11,785,0,1,Not Spam
63,15,0.162,6,956,3,1,Not Spam
19,0,0.823,10,944,3,1,Spam
23,18,0.587,7,378,4,0,Spam
29,4,0.613,2,665,2,1,Not Spam
30,6,0.821,8,587,1,1,Not Spam
39,18,0.343,7,545,4,0,Spam
25,4,0.194,1,709,3,0,Not Spam
8,16,0.198,5,481,0,0,Not Spam
58,7,0.733,3,120,3,1,Spam
16,0,0.614,2,711,3,0,Not Spam
72,1,0.206,10,480,0,1,Not Spam
1,14,0.145,5,788,2,0,Not Spam
5,19,0.121,9,287,2,1,Not Spam
3,17,0.628,12,902,3,0,Spam
65,10,0.0,14,381,4,0,Spam
4,9,0.018,8,427,1,0,Not Spam
99,3,0.39,1,56,4,1,Not Spam
96,4,0.691,9,487,5,1,Spam
64,3,0.695,9,985,4,0,Not Spam
98,12,0.43,9,735,3,1,Spam
89,12,0.691,4,1000,3,1,Spam
10,17,0.521,5,278,1,1,Not Spam
21,1,0.977,3,528,1,1,Not Spam
46,15,0.162,6,686,1,1,Not Spam
91,0,0.601,1,769,3,0,Not Spam
27,18,0.491,6,328,3,1,Not Spam
66,8,0.194,1,631,4,0,Not Spam
41,2,0.75,0,292,3,0,Not Spam
13,6,0.276,10,644,5,0,Not Spam
9,9,0.382,4,129,2,1,Not Spam
36,0,0.375,1,674,2,1,Not Spam
86,9,0.244,7,698,1,0,Not Spam
90,20,0.431,11,279,3,0,Spam
58,8,0.473,11,676,5,0,Spam
54,14,0.744,11,761,2,0,Spam
12,14,0.765,7,926,4,1,Spam
81,2,0.159,0,287,0,0,Not Spam
78,4,0.593,3,51,4,0,Spam
14,8,0.896,13,942,0,1,Spam
34,8,0.109,8,959,5,0,Spam
53,6,0.473,4,830,4,1,Not Spam
20,11,0.75,11,750,2,0,Not Spam
75,8,0.611,10,196,3,1,Spam
16,5,0.101,9,123,0,1,Not Spam
95,1,0.397,12,255,3,1,Spam
70,8,0.507,5,112,5,0,Spam
56,16,0.996,2,220,3,1,Spam
83,0,0.179,4,830,2,0,Not Spam
58,18,0.982,13,918,5,1,Spam
4,5,0.376,11,762,1,1,Not Spam
4,4,0.2,12,944,1,1,Not Spam
20,1,0.414,12,786,0,0,Not Spam
10,8,0.614,12,616,2,1,Spam
24,13,0.213,0,54,3,1,Not Spam
99,3,0.291,7,136,4,1,Spam
26,3,0.855,10,707,4,1,Spam
37,20,0.999,14,477,5,0,Spam
85,14,0.318,5,490,0,0,Not Spam
54,7,0.149,15,954,0,1,Not Spam
21,3,0.793,11,939,0,1,Spam
74,15,0.6,1,807,2,1,Spam
38,20,0.1,3,418,4,1,Not Spam
46,3,0.947,3,616,5,0,Not Spam
4,15,0.078,8,136,2,1,Not Spam
60,11,0.625,8,381,5,1,Spam
57,15,0.424,4,223,2,0,Not Spam
45,18,0.557,15,165,3,1,Spam
20,7,0.213,11,463,2,1,Not Spam
17,5,0.688,2,746,2,0,Not Spam
71,9,0.96,0,636,3,1,Spam
4,4,0.458,5,880,1,0,Not Spam
93,17,0.523,7,316,3,1,Spam
14,9,0.24,0,887,0,0,Not Spam
3,9,0.892,10,600,1,0,Not Spam
88,6,0.971,0,506,4,1,Spam
80,17,0.786,14,786,5,1,Spam
58,0,0.543,10,250,2,1,Spam
55,6,0.957,15,222,1,1,Spam
4,20,0.154,6,381,4,0,Spam
24,0,0.478,6,414,3,1,Not Spam
34,14,0.538,1,267,3,1,Not Spam
30,3,0.492,2,459,0,1,Not Spam
82,19,0.802,1,933,0,0,Spam
19,9,0.67,5,415,1,0,Not Spam
31,8,0.127,12,780,5,0,Not Spam
60,1,0.346,12,675,2,0,Not Spam
60,13,0.339,7,814,3,0,Spam
19,15,0.566,7,375,1,1,Spam
49,0,0.291,15,420,1,1,Spam
63,1,0.117,14,260,5,1,Not Spam
83,6,0.654,0,360,1,0,Not Spam
22,9,0.851,10,906,0,1,Spam
24,19,0.932,8,248,5,0,Spam
76,0,0.973,10,562,3,0,Spam
30,12,0.781,7,640,0,0,Not Spam
58,0,0.14,8,950,0,0,Not Spam
31,4,0.853,12,558,5,0,Spam
100,15,0.4,13,874,5,1,Spam
64,14,0.73,12,691,1,1,Spam
19,16,0.531,8,548,4,1,Spam
48,15,0.829,10,286,4,1,Spam
45,12,0.426,11,148,4,0,Not Spam
100,10,0.062,5,239,1,1,Not Spam
94,16,0.557,2,101,2,1,Spam
55,16,0.171,0,580,3,0,Spam
55,1,0.966,10,572,1,0,Not Spam
97,12,0.527,7,39,1,0,Not Spam
18,13,0.554,9,346,0,1,Spam
63,10,0.907,2,56,4,1,Spam
92,9,0.625,12,401,5,1,Spam
47,2,0.303,6,931,1,0,Not Spam
75,16,0.296,12,58,2,0,Not Spam
57,14,0.502,9,128,3,0,Spam
45,8,0.867,5,448,2,0,Spam
33,9,0.795,2,83,1,0,Not Spam
17,7,0.963,5,194,1,0,Not Spam
70,20,0.072,11,810,0,1,Not Spam
4,12,0.268,2,51,2,0,Not Spam
20,17,0.08,12,964,0,0,Not Spam
47,4,0.751,14,740,5,0,Not Spam
91,5,0.141,12,910,2,0,Spam
15,16,0.1,13,550,4,0,Spam
70,10,0.562,8,125,5,0,Spam
47,19,0.411,12,501,4,0,Spam
78,15,0.715,0,225,2,0,Not Spam
